Date,Store,Product_Category,Units_Sold,Price,Competitor_Price,Holiday_Flag,CPI,Campaign_Flag,Year,Month,Week,DayOfWeek,IsWeekend,Price_Diff,Discount_Flag
5/13/2023,Port Harcourt,Wellness Drinks,19,57036,64792,0,100.57,0,2024,4,17,6,1,-7756,1
5/13/2023,Abuja,Wellness Drinks,10,119308,113092,0,104.9,0,2023,9,37,6,1,6216,0
5/13/2023,Lagos,Supplements,3,125930,138180,0,101.27,0,2024,6,24,6,1,-12250,1
5/14/2023,Port Harcourt,Smart Scales,19,138572,128758,0,104.5,1,2023,10,43,6,1,9814,0
5/14/2023,Lagos,Supplements,26,15540,5474,0,103.33,1,2024,5,19,6,1,10066,0
5/14/2023,Lagos,Smart Scales,25,138656,149380,1,106.5,1,2024,11,47,6,1,-10724,1
5/15/2023,Lagos,Smart Scales,17,50470,58170,0,103.08,0,2023,4,15,6,1,-7700,1
5/15/2023,Abuja,Wellness Drinks,10,96236,95774,0,102.92,1,2023,7,28,6,1,462,0
5/16/2023,Port Harcourt,Yoga Mats,11,62524,62552,0,100.5,1,2024,3,9,6,1,-28,1
5/17/2023,Port Harcourt,Fitness Gear,11,73178,74676,0,104.06,1,2023,10,42,6,1,-1498,1
5/17/2023,Port Harcourt,Wellness Drinks,12,129066,123242,0,101.58,0,2024,9,39,6,1,5824,0
5/17/2023,Abuja,Supplements,40,121870,118202,0,101.76,0,2023,6,25,6,1,3668,0
5/18/2023,Abuja,Smart Scales,8,52080,51702,1,105.4,0,2023,12,50,6,1,378,0
5/19/2023,Port Harcourt,Fitness Gear,24,107212,100380,0,104.21,1,2024,5,20,6,1,6832,0
5/19/2023,Lagos,Supplements,14,99554,98462,0,102.76,0,2023,4,14,6,1,1092,0
5/20/2023,Port Harcourt,Wellness Drinks,23,16604,14602,0,101.45,0,2024,5,18,6,1,2002,0
5/20/2023,Abuja,Yoga Mats,36,80346,88228,0,104.62,0,2023,10,41,6,1,-7882,1
5/21/2023,Port Harcourt,Smart Scales,17,130158,126238,0,100.12,0,2024,3,10,6,1,3920,0
5/21/2023,Port Harcourt,Supplements,5,42840,43428,0,100.62,1,2024,5,21,6,1,-588,1
5/22/2023,Port Harcourt,Supplements,3,87192,83594,0,101.14,1,2023,3,11,6,1,3598,0
5/23/2023,Port Harcourt,Wellness Drinks,9,99904,104174,0,100.28,1,2024,1,4,6,1,-4270,1
5/23/2023,Abuja,Wellness Drinks,20,22218,7252,0,100.3,0,2023,2,7,6,1,14966,0
5/23/2023,Abuja,Supplements,20,117614,107268,0,104.24,0,2023,9,36,6,1,10346,0
5/25/2023,Port Harcourt,Smart Scales,19,89502,99260,0,103.89,1,2024,7,28,6,1,-9758,1
5/26/2023,Port Harcourt,Smart Scales,21,73766,64708,0,98.61,0,2023,1,3,6,1,9058,0
5/26/2023,Port Harcourt,Supplements,16,20720,17318,1,105.72,1,2023,12,49,6,1,3402,0
5/27/2023,Port Harcourt,Supplements,33,112168,96208,0,102.02,0,2024,5,19,6,1,15960,0
5/28/2023,Abuja,Fitness Gear,5,137704,147868,0,101.01,0,2023,4,13,6,1,-10164,1
5/28/2023,Abuja,Fitness Gear,24,104510,111678,0,98.22,0,2024,1,3,6,1,-7168,1
5/28/2023,Abuja,Supplements,15,34132,26656,0,99.64,0,2024,1,2,6,1,7476,0
5/28/2023,Port Harcourt,Smart Scales,26,24290,33922,0,102.26,1,2023,4,16,6,1,-9632,1
5/28/2023,Abuja,Yoga Mats,25,14966,18676,0,101.36,0,2024,2,5,6,1,-3710,1
5/28/2023,Lagos,Supplements,28,104762,102452,0,104.78,1,2024,10,41,6,1,2310,0
5/29/2023,Port Harcourt,Smart Scales,33,80864,82992,0,102.92,0,2024,8,34,6,1,-2128,1
5/30/2023,Lagos,Fitness Gear,18,106526,96166,0,104.7,0,2024,10,41,6,1,10360,0
5/30/2023,Lagos,Wellness Drinks,18,111286,110320,0,100.75,0,2023,2,7,6,1,966,0
5/31/2023,Port Harcourt,Smart Scales,38,41622,47292,0,104.25,1,2023,6,25,6,1,-5670,1
6/1/2023,Port Harcourt,Supplements,33,33054,37184,1,106.2,1,2023,12,48,6,1,-4130,1
6/1/2023,Port Harcourt,Wellness Drinks,27,111552,108976,0,104.27,1,2023,8,31,6,1,2576,0
6/1/2023,Port Harcourt,Wellness Drinks,15,131180,123102,1,105.96,1,2024,12,50,6,1,8078,0
6/2/2023,Abuja,Smart Scales,13,48286,45486,0,102,1,2023,4,15,6,1,2800,0
6/3/2023,Abuja,Wellness Drinks,34,111454,105630,0,104.86,0,2024,8,34,6,1,5824,0
6/4/2023,Port Harcourt,Yoga Mats,4,14182,28602,0,104.36,1,2023,7,26,6,1,-14420,1
6/4/2023,Abuja,Yoga Mats,35,16240,16100,0,102.48,0,2023,7,26,6,1,140,0
6/4/2023,Abuja,Supplements,19,17556,14448,0,99.44,0,2023,3,12,6,1,3108,0
6/4/2023,Lagos,Wellness Drinks,31,117838,113022,0,102.08,0,2024,9,37,6,1,4816,0
6/4/2023,Lagos,Fitness Gear,25,39284,33586,0,100.36,1,2024,3,9,6,1,5698,0
6/4/2023,Lagos,Smart Scales,40,89642,79716,1,105.42,0,2024,12,49,6,1,9926,0
6/5/2023,Lagos,Wellness Drinks,12,16730,23996,1,105.27,1,2024,11,46,6,1,-7266,1
6/5/2023,Abuja,Yoga Mats,12,19712,28770,0,100.3,0,2024,3,12,6,1,-9058,1
6/6/2023,Port Harcourt,Fitness Gear,25,59262,54166,0,104.39,0,2024,9,38,6,1,5096,0
6/6/2023,Abuja,Supplements,33,39970,34874,0,100.33,0,2023,2,8,6,1,5096,0
6/6/2023,Lagos,Supplements,37,87178,99498,0,102.37,1,2023,6,22,6,1,-12320,1
6/6/2023,Lagos,Supplements,28,32228,36750,0,102.17,1,2023,5,18,6,1,-4522,1
6/6/2023,Port Harcourt,Wellness Drinks,9,25018,25522,0,105.81,1,2023,8,33,6,1,-504,1
6/7/2023,Port Harcourt,Fitness Gear,14,126546,136458,0,104.52,0,2023,8,32,6,1,-9912,1
6/7/2023,Port Harcourt,Fitness Gear,3,25074,24164,1,108.22,0,2024,11,47,6,1,910,0
6/7/2023,Lagos,Supplements,5,113064,119532,0,100.09,0,2024,3,9,6,1,-6468,1
6/7/2023,Abuja,Fitness Gear,26,124768,113526,0,101.76,1,2023,6,23,6,1,11242,0
6/8/2023,Lagos,Supplements,18,118776,121030,1,105.83,1,2024,12,48,6,1,-2254,1
6/9/2023,Lagos,Wellness Drinks,38,98448,114408,0,100.27,1,2023,3,11,6,1,-15960,1
6/9/2023,Abuja,Smart Scales,21,21322,24500,0,103.69,0,2024,7,29,6,1,-3178,1
6/9/2023,Port Harcourt,Yoga Mats,39,122108,113848,0,101.53,0,2023,2,8,6,1,8260,0
6/10/2023,Port Harcourt,Smart Scales,16,104902,112588,0,100.03,0,2024,4,17,6,1,-7686,1
6/10/2023,Abuja,Smart Scales,40,98350,98126,0,104.04,0,2023,10,40,6,1,224,0
6/11/2023,Lagos,Supplements,23,129052,124418,1,105.99,1,2024,11,45,6,1,4634,0
6/12/2023,Lagos,Supplements,29,126028,113134,0,99.91,0,2024,4,16,6,1,12894,0
6/12/2023,Lagos,Supplements,10,138936,135786,0,98.1,0,2023,3,12,6,1,3150,0
6/12/2023,Port Harcourt,Smart Scales,5,51156,53690,0,102.01,1,2024,6,23,6,1,-2534,1
6/12/2023,Lagos,Smart Scales,11,135142,119350,0,102.64,1,2024,5,19,6,1,15792,0
6/13/2023,Abuja,Smart Scales,29,76370,65072,0,104.93,1,2023,6,25,6,1,11298,0
6/14/2023,Abuja,Supplements,27,65002,67466,0,105.21,0,2024,9,38,6,1,-2464,1
6/16/2023,Lagos,Fitness Gear,34,69916,73878,0,102.69,1,2023,7,26,6,1,-3962,1
6/16/2023,Abuja,Wellness Drinks,14,87766,86436,0,103.04,0,2024,6,26,6,1,1330,0
6/16/2023,Abuja,Supplements,10,114478,102858,0,102.36,0,2023,4,13,6,1,11620,0
6/16/2023,Lagos,Smart Scales,11,128814,110740,0,103.71,1,2024,8,31,6,1,18074,0
6/16/2023,Abuja,Supplements,11,129682,133518,0,100.43,0,2024,3,10,6,1,-3836,1
6/17/2023,Lagos,Fitness Gear,35,88648,87178,0,100.08,0,2024,1,4,6,1,1470,0
6/18/2023,Lagos,Supplements,19,32060,17878,0,103.74,0,2023,10,39,6,1,14182,0
6/18/2023,Lagos,Wellness Drinks,24,130676,128674,0,104.46,1,2023,8,31,6,1,2002,0
6/19/2023,Abuja,Yoga Mats,1,68754,68362,1,105.31,1,2023,12,49,6,1,392,0
6/20/2023,Abuja,Fitness Gear,12,15092,5096,1,106.03,0,2024,12,51,6,1,9996,0
6/20/2023,Abuja,Fitness Gear,14,17150,12488,0,101.57,1,2023,2,7,6,1,4662,0
6/21/2023,Port Harcourt,Wellness Drinks,3,46592,38682,1,104.75,0,2023,12,51,6,1,7910,0
6/21/2023,Lagos,Smart Scales,32,54096,46452,0,102.89,0,2023,6,23,6,1,7644,0
6/21/2023,Abuja,Wellness Drinks,16,136892,132846,0,102.64,1,2024,2,8,6,1,4046,0
6/22/2023,Port Harcourt,Yoga Mats,38,93562,82614,0,101.74,1,2024,7,30,6,1,10948,0
6/22/2023,Port Harcourt,Yoga Mats,10,105238,124824,0,103,1,2024,7,29,6,1,-19586,1
6/22/2023,Lagos,Smart Scales,17,132664,124292,0,105.19,0,2023,10,42,6,1,8372,0
6/22/2023,Abuja,Supplements,40,45318,51436,0,102.47,0,2024,9,37,6,1,-6118,1
6/23/2023,Port Harcourt,Yoga Mats,4,26474,18620,1,105.83,0,2023,11,46,6,1,7854,0
6/23/2023,Lagos,Supplements,15,107058,111384,0,99.29,0,2024,3,13,6,1,-4326,1
6/24/2023,Abuja,Wellness Drinks,33,103376,106442,0,101.34,0,2023,2,6,6,1,-3066,1
6/24/2023,Lagos,Yoga Mats,39,54334,49700,0,102.34,1,2024,5,21,6,1,4634,0
6/24/2023,Abuja,Yoga Mats,10,34230,26740,1,106.16,0,2024,12,51,6,1,7490,0
6/24/2023,Port Harcourt,Fitness Gear,7,126560,120218,0,103.76,1,2024,8,33,6,1,6342,0
6/24/2023,Lagos,Fitness Gear,33,46158,50554,0,101.4,1,2023,4,15,6,1,-4396,1
6/25/2023,Lagos,Smart Scales,17,38668,36176,1,104.57,1,2023,11,47,6,1,2492,0
6/26/2023,Port Harcourt,Wellness Drinks,12,54824,59416,0,101.86,0,2023,1,2,6,1,-4592,1
6/26/2023,Port Harcourt,Fitness Gear,17,27482,30604,1,103.21,1,2023,11,46,6,1,-3122,1
6/27/2023,Lagos,Supplements,16,124040,110236,0,105.18,0,2024,9,38,6,1,13804,0
6/28/2023,Abuja,Wellness Drinks,14,138586,136164,0,102.95,1,2024,9,37,6,1,2422,0
6/28/2023,Lagos,Fitness Gear,3,31598,31976,0,103.9,0,2024,10,40,6,1,-378,1
6/29/2023,Abuja,Yoga Mats,30,80024,82670,0,101.97,0,2023,7,30,6,1,-2646,1
6/29/2023,Port Harcourt,Wellness Drinks,35,100184,115360,0,101.1,0,2024,1,2,6,1,-15176,1
6/30/2023,Lagos,Yoga Mats,26,106792,118874,0,103.23,0,2024,6,23,6,1,-12082,1
6/30/2023,Lagos,Smart Scales,12,72590,79506,1,104.77,0,2024,12,52,6,1,-6916,1
6/30/2023,Port Harcourt,Yoga Mats,31,42742,43190,0,103.23,0,2024,9,37,6,1,-448,1
6/30/2023,Port Harcourt,Smart Scales,17,70588,74536,1,105.81,1,2024,12,49,6,1,-3948,1
7/1/2023,Port Harcourt,Wellness Drinks,37,19152,21294,0,102.13,0,2024,10,43,6,1,-2142,1
7/1/2023,Abuja,Supplements,8,92876,89922,0,102.51,1,2024,7,28,6,1,2954,0
7/1/2023,Port Harcourt,Supplements,19,112616,121408,0,101.12,1,2024,1,3,6,1,-8792,1
7/2/2023,Lagos,Wellness Drinks,26,106736,110964,0,104.56,1,2023,10,43,6,1,-4228,1
7/4/2023,Abuja,Wellness Drinks,4,83202,77182,0,103.8,1,2023,6,23,6,1,6020,0
7/4/2023,Port Harcourt,Wellness Drinks,15,134960,137606,0,100.83,1,2023,3,10,6,1,-2646,1
7/5/2023,Abuja,Smart Scales,14,63364,58926,0,102.06,1,2024,3,9,6,1,4438,0
7/7/2023,Port Harcourt,Wellness Drinks,30,111552,117152,1,104.09,0,2023,11,45,6,1,-5600,1
7/7/2023,Lagos,Fitness Gear,24,21406,15148,0,101.7,0,2023,2,7,6,1,6258,0
7/8/2023,Port Harcourt,Smart Scales,34,15526,31066,0,104.33,0,2023,10,42,6,1,-15540,1
7/8/2023,Lagos,Yoga Mats,19,34188,29176,1,106.5,0,2024,12,48,6,1,5012,0
7/8/2023,Port Harcourt,Fitness Gear,3,84000,86450,1,106.88,0,2023,12,48,6,1,-2450,1
7/9/2023,Lagos,Fitness Gear,4,53634,62874,0,105.15,1,2024,10,43,6,1,-9240,1
7/9/2023,Lagos,Supplements,11,34692,34804,0,98.9,0,2023,2,7,6,1,-112,1
7/10/2023,Abuja,Fitness Gear,13,131474,137382,0,103.6,0,2023,10,43,6,1,-5908,1
7/10/2023,Abuja,Wellness Drinks,18,123550,126784,0,103.47,0,2024,8,32,6,1,-3234,1
7/10/2023,Lagos,Wellness Drinks,19,37282,40908,0,103.22,1,2024,7,29,6,1,-3626,1
7/10/2023,Lagos,Wellness Drinks,33,94136,106372,0,102.96,1,2024,5,19,6,1,-12236,1
7/11/2023,Abuja,Wellness Drinks,38,76048,74578,0,102.13,1,2024,6,24,6,1,1470,0
7/11/2023,Abuja,Smart Scales,3,110012,116144,0,103.19,0,2024,8,33,6,1,-6132,1
7/12/2023,Abuja,Supplements,35,118608,104720,0,105.04,0,2024,10,42,6,1,13888,0
7/12/2023,Port Harcourt,Fitness Gear,1,36708,46956,0,101.31,0,2024,1,2,6,1,-10248,1
7/12/2023,Abuja,Yoga Mats,35,97706,96572,0,101.06,1,2023,3,12,6,1,1134,0
7/13/2023,Abuja,Supplements,36,20034,16912,1,106.77,0,2024,12,50,6,1,3122,0
7/14/2023,Lagos,Supplements,38,38920,34832,1,105.94,0,2023,11,45,6,1,4088,0
7/14/2023,Abuja,Supplements,39,128352,109900,1,104.61,1,2023,12,50,6,1,18452,0
7/15/2023,Lagos,Yoga Mats,25,14182,20524,1,106.33,0,2023,12,51,6,1,-6342,1
7/15/2023,Lagos,Supplements,40,78106,78638,0,104.24,0,2024,9,39,6,1,-532,1
7/16/2023,Lagos,Fitness Gear,13,58114,58688,0,102.54,0,2024,6,24,6,1,-574,1
7/17/2023,Lagos,Supplements,4,120176,107646,0,105.76,0,2024,10,42,6,1,12530,0
7/17/2023,Abuja,Yoga Mats,6,31290,35924,0,103.1,0,2023,9,38,6,1,-4634,1
7/19/2023,Lagos,Wellness Drinks,11,95928,96054,0,99.92,0,2024,3,12,6,1,-126,1
7/19/2023,Lagos,Supplements,1,134526,139314,0,103.16,0,2024,6,22,6,1,-4788,1
7/20/2023,Lagos,Fitness Gear,8,119182,113932,0,101.15,1,2023,1,2,6,1,5250,0
7/20/2023,Lagos,Fitness Gear,34,32536,17010,0,104.85,1,2024,9,39,6,1,15526,0
7/20/2023,Lagos,Yoga Mats,40,20678,24416,0,105.8,0,2024,10,42,6,1,-3738,1
7/20/2023,Port Harcourt,Fitness Gear,9,59262,54068,0,100.64,0,2023,2,7,6,1,5194,0
7/21/2023,Lagos,Wellness Drinks,36,51870,56252,0,102.23,1,2023,5,18,6,1,-4382,1
7/22/2023,Abuja,Fitness Gear,39,134232,137298,0,99.25,0,2023,1,4,6,1,-3066,1
7/22/2023,Lagos,Yoga Mats,37,101710,103992,0,105.09,0,2023,10,41,6,1,-2282,1
7/23/2023,Abuja,Yoga Mats,21,124656,125356,0,100.54,1,2024,1,4,6,1,-700,1
7/23/2023,Port Harcourt,Wellness Drinks,20,134834,141848,0,102.4,0,2023,5,20,6,1,-7014,1
7/23/2023,Port Harcourt,Smart Scales,38,82516,76202,0,99.77,0,2024,2,7,6,1,6314,0
7/23/2023,Port Harcourt,Supplements,1,57204,49182,0,100.23,0,2024,3,13,6,1,8022,0
7/23/2023,Port Harcourt,Smart Scales,35,77966,84840,0,105.45,0,2023,9,37,6,1,-6874,1
7/23/2023,Lagos,Supplements,28,85246,95480,0,100.17,0,2023,6,23,6,1,-10234,1
7/23/2023,Port Harcourt,Wellness Drinks,7,43106,42560,0,100.09,0,2023,1,3,6,1,546,0
7/24/2023,Lagos,Wellness Drinks,9,130200,131782,0,104.32,0,2024,10,43,6,1,-1582,1
7/24/2023,Lagos,Supplements,1,28014,39928,0,102.84,0,2024,5,21,6,1,-11914,1
7/24/2023,Lagos,Wellness Drinks,36,30702,22414,0,100.12,0,2023,2,8,6,1,8288,0
7/24/2023,Abuja,Fitness Gear,34,17626,6972,0,101.55,0,2023,8,31,6,1,10654,0
7/24/2023,Port Harcourt,Fitness Gear,34,43484,25676,0,100.49,0,2024,4,14,6,1,17808,0
7/25/2023,Port Harcourt,Smart Scales,17,35392,33334,0,100.55,0,2023,3,9,6,1,2058,0
7/25/2023,Port Harcourt,Smart Scales,32,123592,132860,0,100.21,0,2023,2,6,6,1,-9268,1
7/25/2023,Abuja,Smart Scales,2,109326,105714,0,102.09,0,2023,4,16,6,1,3612,0
7/26/2023,Abuja,Yoga Mats,36,80458,74326,1,105.03,1,2023,11,44,6,1,6132,0
7/26/2023,Abuja,Smart Scales,25,104174,101780,0,101.23,0,2023,2,7,6,1,2394,0
7/27/2023,Abuja,Smart Scales,26,135842,144900,0,102.34,0,2024,6,23,6,1,-9058,1
7/28/2023,Port Harcourt,Supplements,26,84686,91364,0,101.28,0,2024,3,9,6,1,-6678,1
7/28/2023,Port Harcourt,Smart Scales,21,30072,22820,0,103.81,0,2023,9,38,6,1,7252,0
7/28/2023,Abuja,Fitness Gear,18,126224,131306,0,100.19,0,2024,5,18,6,1,-5082,1
7/30/2023,Port Harcourt,Smart Scales,29,86352,89922,0,101.4,0,2023,2,7,6,1,-3570,1
7/30/2023,Port Harcourt,Yoga Mats,24,126448,129164,1,107.69,0,2023,12,48,6,1,-2716,1
7/30/2023,Port Harcourt,Yoga Mats,28,100212,97454,0,100.1,0,2023,4,13,6,1,2758,0
7/31/2023,Port Harcourt,Smart Scales,12,65282,53018,0,103.3,0,2024,4,15,6,1,12264,0
8/1/2023,Port Harcourt,Supplements,11,81746,78260,0,104.94,0,2024,9,38,6,1,3486,0
8/1/2023,Abuja,Smart Scales,27,65842,65842,0,103.32,0,2024,6,25,6,1,0,0
8/1/2023,Abuja,Fitness Gear,23,132972,135128,0,102.66,1,2023,7,30,6,1,-2156,1
8/2/2023,Abuja,Smart Scales,33,67718,74158,0,105.84,1,2024,10,40,6,1,-6440,1
8/2/2023,Lagos,Yoga Mats,16,107226,114268,0,101,1,2024,2,5,6,1,-7042,1
8/3/2023,Port Harcourt,Yoga Mats,28,49126,34202,0,101.31,0,2024,3,12,6,1,14924,0
8/4/2023,Abuja,Supplements,28,82922,79198,0,101.54,1,2024,4,17,6,1,3724,0
8/4/2023,Lagos,Supplements,38,127036,129556,0,101.68,0,2024,8,33,6,1,-2520,1
8/4/2023,Lagos,Supplements,6,23156,20664,0,101.37,0,2023,3,10,6,1,2492,0
8/5/2023,Port Harcourt,Yoga Mats,29,49574,41846,0,104.67,1,2024,9,39,6,1,7728,0
8/5/2023,Abuja,Yoga Mats,34,85974,87248,0,101.22,0,2024,5,20,6,1,-1274,1
8/6/2023,Abuja,Fitness Gear,3,76048,76580,0,102.16,0,2024,3,9,6,1,-532,1
8/6/2023,Port Harcourt,Yoga Mats,6,99008,84182,0,100.99,0,2023,3,9,6,1,14826,0
8/6/2023,Abuja,Fitness Gear,38,66878,67284,0,104.17,1,2024,5,19,6,1,-406,1
8/7/2023,Port Harcourt,Smart Scales,13,121170,120778,0,103.91,0,2024,6,22,6,1,392,0
8/8/2023,Port Harcourt,Smart Scales,36,76916,80990,0,105.76,0,2024,9,36,6,1,-4074,1
8/8/2023,Lagos,Smart Scales,15,112406,118748,0,102.28,0,2024,3,9,6,1,-6342,1
8/8/2023,Port Harcourt,Supplements,6,76482,71652,0,101.47,0,2023,2,5,6,1,4830,0
8/9/2023,Abuja,Smart Scales,33,16366,11466,0,100.82,0,2024,3,12,6,1,4900,0
8/9/2023,Lagos,Fitness Gear,12,105798,114912,1,104.31,0,2023,12,52,6,1,-9114,1
8/10/2023,Lagos,Supplements,13,24108,24654,0,102.7,0,2024,5,18,6,1,-546,1
8/10/2023,Abuja,Smart Scales,33,52108,59556,1,105.95,0,2024,12,48,6,1,-7448,1
8/11/2023,Port Harcourt,Fitness Gear,28,121212,118244,1,104.96,0,2023,11,47,6,1,2968,0
8/11/2023,Abuja,Wellness Drinks,36,102088,95606,0,101.27,0,2024,6,22,6,1,6482,0
8/12/2023,Lagos,Smart Scales,5,90580,77420,0,103.38,0,2024,5,20,6,1,13160,0
8/12/2023,Abuja,Fitness Gear,25,27930,28854,1,106.59,0,2024,12,50,6,1,-924,1
8/12/2023,Abuja,Supplements,17,91938,92344,0,104.25,1,2023,7,29,6,1,-406,1
8/12/2023,Port Harcourt,Smart Scales,37,78246,76552,0,103.56,0,2023,6,23,6,1,1694,0
8/13/2023,Abuja,Wellness Drinks,19,106834,110166,0,103.84,0,2024,9,39,6,1,-3332,1
8/13/2023,Abuja,Smart Scales,35,33082,30072,0,102.01,0,2023,10,43,6,1,3010,0
8/13/2023,Abuja,Fitness Gear,34,51506,40180,1,105.41,1,2023,11,47,6,1,11326,0
8/13/2023,Port Harcourt,Fitness Gear,6,87304,72912,0,102.27,1,2023,5,21,6,1,14392,0
8/13/2023,Port Harcourt,Yoga Mats,19,110922,100828,0,103.1,0,2023,7,29,6,1,10094,0
8/13/2023,Port Harcourt,Yoga Mats,1,59206,60242,0,102.31,1,2023,4,16,6,1,-1036,1
8/14/2023,Abuja,Fitness Gear,7,83930,83034,0,101.59,1,2023,7,26,6,1,896,0
8/14/2023,Abuja,Supplements,34,27216,27552,0,102.58,0,2024,4,15,6,1,-336,1
8/14/2023,Lagos,Fitness Gear,19,27258,29302,0,103.12,0,2024,2,6,6,1,-2044,1
8/15/2023,Lagos,Wellness Drinks,33,113624,106820,0,102.1,1,2023,7,27,6,1,6804,0
8/15/2023,Port Harcourt,Smart Scales,26,41370,46354,0,104.08,0,2023,8,32,6,1,-4984,1
8/16/2023,Abuja,Yoga Mats,27,77098,55972,0,100.78,0,2023,4,14,6,1,21126,0
8/16/2023,Lagos,Yoga Mats,38,81046,67032,0,100.83,0,2023,5,21,6,1,14014,0
8/17/2023,Lagos,Wellness Drinks,26,49574,45332,0,99.98,1,2023,1,4,6,1,4242,0
8/17/2023,Abuja,Yoga Mats,35,132146,127358,1,104.69,0,2024,12,48,6,1,4788,0
8/19/2023,Abuja,Fitness Gear,20,101094,102620,0,101.9,0,2024,8,32,6,1,-1526,1
8/19/2023,Abuja,Supplements,24,68544,70098,0,98.62,1,2023,1,4,6,1,-1554,1
8/19/2023,Lagos,Smart Scales,21,23758,21182,0,99.89,0,2023,3,9,6,1,2576,0
8/19/2023,Abuja,Yoga Mats,26,22946,19670,0,99.99,0,2024,5,21,6,1,3276,0
8/20/2023,Port Harcourt,Wellness Drinks,20,85232,82264,0,98.94,1,2023,2,8,6,1,2968,0
8/20/2023,Abuja,Fitness Gear,6,100870,102368,0,103.63,0,2024,9,35,6,1,-1498,1
8/21/2023,Port Harcourt,Smart Scales,3,106526,102760,0,102.13,1,2024,2,5,6,1,3766,0
8/21/2023,Lagos,Fitness Gear,10,14238,5530,0,101.28,1,2023,5,21,6,1,8708,0
8/21/2023,Lagos,Wellness Drinks,12,97328,91182,0,102.74,1,2024,6,26,6,1,6146,0
8/22/2023,Lagos,Wellness Drinks,33,83342,88480,0,99.54,0,2023,3,12,6,1,-5138,1
8/23/2023,Lagos,Yoga Mats,22,22162,23786,0,103.08,0,2024,9,37,6,1,-1624,1
8/23/2023,Port Harcourt,Yoga Mats,16,50988,48342,1,104.49,0,2023,12,51,6,1,2646,0
8/24/2023,Port Harcourt,Yoga Mats,17,16814,5670,0,101.32,0,2023,1,2,6,1,11144,0
8/24/2023,Abuja,Supplements,10,120596,128604,0,103.55,0,2024,7,29,6,1,-8008,1
8/24/2023,Lagos,Yoga Mats,12,65100,59934,0,102.71,0,2024,8,31,6,1,5166,0
8/25/2023,Abuja,Wellness Drinks,19,77518,81676,0,101.26,0,2024,2,5,6,1,-4158,1
8/25/2023,Abuja,Smart Scales,40,90706,85526,0,97.51,1,2023,1,52,6,1,5180,0
8/27/2023,Lagos,Fitness Gear,23,120848,122584,1,107.27,0,2024,12,48,6,1,-1736,1
8/27/2023,Abuja,Wellness Drinks,40,66906,65828,0,104.96,0,2023,9,38,6,1,1078,0
8/29/2023,Abuja,Yoga Mats,10,54278,46130,0,102.88,1,2024,7,28,6,1,8148,0
8/29/2023,Lagos,Supplements,10,114576,120232,0,99.87,0,2023,1,4,6,1,-5656,1
8/30/2023,Port Harcourt,Wellness Drinks,10,95858,93296,0,101.22,1,2024,6,25,6,1,2562,0
8/30/2023,Abuja,Yoga Mats,39,42504,46648,0,102.07,1,2023,4,15,6,1,-4144,1
8/31/2023,Port Harcourt,Yoga Mats,30,19110,27692,0,103.95,0,2023,8,33,6,1,-8582,1
9/1/2023,Abuja,Wellness Drinks,4,37016,32172,0,102.11,0,2024,3,12,6,1,4844,0
9/2/2023,Port Harcourt,Wellness Drinks,1,62496,58716,0,102.95,0,2024,6,24,6,1,3780,0
9/2/2023,Abuja,Fitness Gear,19,122598,114254,0,101.66,0,2024,6,23,6,1,8344,0
9/2/2023,Lagos,Wellness Drinks,5,93814,100898,0,100.59,0,2024,1,4,6,1,-7084,1
9/2/2023,Lagos,Supplements,30,85778,78680,0,100.8,1,2023,4,17,6,1,7098,0
9/2/2023,Port Harcourt,Supplements,26,47208,45206,1,105.53,0,2023,11,44,6,1,2002,0
9/2/2023,Lagos,Yoga Mats,40,119378,108640,1,104.41,0,2023,11,47,6,1,10738,0
9/2/2023,Port Harcourt,Fitness Gear,34,126630,125356,0,101.58,0,2024,2,6,6,1,1274,0
9/3/2023,Port Harcourt,Yoga Mats,2,57722,67214,0,102.67,0,2023,6,25,6,1,-9492,1
9/3/2023,Abuja,Fitness Gear,24,85848,81942,0,100.09,0,2024,2,7,6,1,3906,0
9/3/2023,Port Harcourt,Fitness Gear,14,111762,112196,0,102.52,0,2024,6,24,6,1,-434,1
9/4/2023,Port Harcourt,Wellness Drinks,13,16716,12180,0,102.82,0,2024,7,27,6,1,4536,0
9/4/2023,Port Harcourt,Yoga Mats,29,26628,20860,0,101.44,1,2023,2,6,6,1,5768,0
9/5/2023,Abuja,Yoga Mats,1,119448,114198,0,100.51,1,2023,1,4,6,1,5250,0
9/5/2023,Abuja,Wellness Drinks,34,59780,59066,0,103.14,0,2024,5,19,6,1,714,0
9/6/2023,Lagos,Smart Scales,4,45486,58800,0,103.39,0,2023,8,31,6,1,-13314,1
9/6/2023,Abuja,Fitness Gear,28,82614,78358,1,106.48,1,2024,12,49,6,1,4256,0
9/8/2023,Lagos,Yoga Mats,19,69986,72422,0,103.05,0,2023,5,19,6,1,-2436,1
9/9/2023,Port Harcourt,Yoga Mats,1,83496,78162,0,103.14,1,2024,4,14,6,1,5334,0
9/10/2023,Abuja,Supplements,36,126140,124306,1,105.46,0,2023,12,48,6,1,1834,0
9/10/2023,Port Harcourt,Smart Scales,13,72996,75096,0,98.76,0,2024,3,11,6,1,-2100,1
9/11/2023,Abuja,Supplements,5,71932,74830,1,105.17,0,2023,12,49,6,1,-2898,1
9/11/2023,Abuja,Smart Scales,33,112896,111020,0,100.13,0,2024,3,13,6,1,1876,0
